applicant_id,age,income_annual,employment_type,home_ownership,loan_purpose,education,loan_amount,credit_score,debt_to_income_ratio,default
A00953,51,38051.0,Salaried,Mortgage,Home Improvement,Master,2115.0,627.0,0.448,0
A00954,41,51001.0,Unemployed,Mortgage,Auto,High School,4068.0,630.0,0.336,1
A00955,59,60308.0,Self-Employed,Mortgage,Home Improvement,Bachelor,1351.0,649.0,0.482,0
A00956,50,55905.0,Self-Employed,Mortgage,Education,Bachelor,1755.0,737.0,0.38,0
A00957,40,60214.0,Salaried,Rent,Auto,Bachelor,2389.0,554.0,0.276,1
A00958,52,78610.0,Unemployed,Rent,Auto,Bachelor,2067.0,625.0,0.252,1
A00959,68,51418.0,Salaried,Own,Auto,Master,3817.0,623.0,0.434,0
A00960,41,78880.0,Self-Employed,Mortgage,Medical,High School,2583.0,653.0,0.347,0
A00961,28,29268.0,Salaried,Mortgage,Auto,Bachelor,1922.0,,0.163,0
A00962,41,50739.0,Self-Employed,Mortgage,Business,Master,4968.0,607.0,0.506,1
A00963,62,37441.0,Self-Employed,Own,Home Improvement,Master,3726.0,691.0,0.308,0
A00964,31,104983.0,Self-Employed,Mortgage,Education,High School,991.0,666.0,0.592,0
A00965,67,53823.0,Salaried,Mortgage,Auto,Master,969.0,637.0,0.145,1
A00966,49,88542.0,Unemployed,Own,Education,High School,1950.0,589.0,0.33,1
A00967,50,35282.0,Self-Employed,Rent,Business,Bachelor,1069.0,670.0,0.254,0
A00968,36,121552.0,Salaried,Mortgage,Medical,Bachelor,4576.0,630.0,0.215,1
A00969,66,73658.0,Retired,Mortgage,Auto,Master,1815.0,695.0,0.284,0
A00970,22,145297.0,Self-Employed,Mortgage,Medical,High School,3615.0,662.0,0.623,1
A00971,35,70565.0,Retired,Rent,Medical,High School,4021.0,655.0,0.389,1
A00972,41,40083.0,Retired,Own,Education,Master,644.0,798.0,0.236,0
A00973,44,48533.0,Retired,Own,Auto,High School,1861.0,722.0,0.087,0
A00974,44,64943.0,Self-Employed,Mortgage,Home Improvement,Bachelor,2324.0,655.0,0.103,0
A00975,28,49186.0,Self-Employed,Mortgage,Auto,Bachelor,3100.0,689.0,0.288,0
A00976,32,100975.0,Salaried,Mortgage,Auto,Bachelor,4415.0,613.0,0.268,0
A00977,25,72837.0,Salaried,Rent,Auto,High School,8372.0,652.0,0.351,1
A00978,49,49400.0,Self-Employed,Own,Medical,High School,6372.0,,0.048,0
A00979,38,95038.0,Salaried,Own,Education,PhD,2571.0,599.0,0.344,0
A00980,48,61805.0,Unemployed,Mortgage,Auto,,2539.0,645.0,0.516,1
A00981,49,93393.0,Salaried,Rent,Education,High School,6044.0,647.0,0.613,1
A00982,55,58243.0,Salaried,Rent,Business,High School,2641.0,657.0,0.079,0
A00983,47,86232.0,Salaried,Rent,Education,High School,1846.0,643.0,0.236,0
A00984,52,61018.0,Salaried,Mortgage,Home Improvement,,4573.0,850.0,0.244,0
A00985,49,100988.0,Salaried,Rent,Education,High School,3216.0,637.0,0.381,0
A00986,52,35531.0,Salaried,Rent,Auto,High School,955.0,546.0,0.175,0
A00987,51,44286.0,Unemployed,Own,Home Improvement,Bachelor,2174.0,516.0,0.617,1
A00988,36,67087.0,Salaried,Mortgage,Business,High School,1098.0,,0.361,1
A00989,33,54687.0,Salaried,Rent,Education,High School,362.0,767.0,0.334,0
A00990,59,60339.0,Salaried,Mortgage,Home Improvement,PhD,6881.0,636.0,0.623,1
A00991,37,89972.0,Salaried,Rent,Medical,Bachelor,2863.0,763.0,0.357,0
A00992,47,59879.0,Salaried,Mortgage,Education,High School,2230.0,728.0,0.421,0
A00993,30,79933.0,Self-Employed,Mortgage,Home Improvement,Bachelor,1937.0,668.0,0.245,0
A00994,42,50613.0,Self-Employed,Own,Business,High School,2668.0,663.0,0.16,0
A00995,46,33119.0,Salaried,Rent,Education,High School,1907.0,692.0,0.276,0
A00996,51,93172.0,Self-Employed,Rent,Business,Bachelor,1390.0,737.0,0.683,1
A00997,46,132522.0,Salaried,Own,Education,Bachelor,2012.0,706.0,0.45,0
A00998,38,76828.0,Salaried,Mortgage,Auto,Bachelor,5697.0,,0.413,1
A00999,68,68440.0,Retired,Own,Home Improvement,Master,4519.0,684.0,0.223,0
A01000,46,73823.0,Salaried,Own,Medical,High School,1994.0,809.0,0.495,0
